Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SupportCalls,LatePayments,DataUsageGB,Churn
12.0,906.0,10872.0,Month-to-month,DSL,Net Banking,1.0,2.0,26.86,1
,,,,,,,,,1
11.0,893.0,9823.0,Month-to-month,Fiber,Credit Card,0.0,0.0,20.58,0
32.0,905.0,28960.0,One year,Fiber,UPI,1.0,0.0,29.07,0
59.0,702.0,41418.0,Month-to-month,Fiber,Credit Card,0.0,1.0,2.8,1
,,,,,,,,,1
54.0,462.0,24948.0,One year,DSL,UPI,3.0,1.0,29.17,0
57.0,526.0,29982.0,Month-to-month,DSL,Debit Card,4.0,0.0,1.67,1
30.0,962.0,28860.0,Month-to-month,Fiber,Net Banking,0.0,2.0,10.79,1
37.0,667.0,24679.0,One year,DSL,UPI,1.0,3.0,23.33,0
51.0,544.0,27744.0,Two year,Fiber,Debit Card,1.0,1.0,21.85,0
2.0,636.0,1272.0,Month-to-month,Fiber,Credit Card,1.0,1.0,3.55,1
51.0,781.0,39831.0,One year,Fiber,UPI,1.0,2.0,19.94,0
16.0,539.0,8624.0,Month-to-month,DSL,UPI,1.0,0.0,1.59,1
13.0,650.0,8450.0,One year,DSL,Net Banking,4.0,0.0,3.08,0
35.0,603.0,21105.0,Month-to-month,DSL,UPI,2.0,1.0,20.85,0
11.0,737.0,8107.0,Month-to-month,DSL,UPI,2.0,1.0,20.83,0
37.0,463.0,17131.0,Two year,Fiber,UPI,5.0,0.0,15.02,0
59.0,994.0,58646.0,One year,DSL,UPI,2.0,1.0,3.92,0
3.0,503.0,1509.0,Month-to-month,DSL,UPI,0.0,1.0,16.46,1
19.0,686.0,13034.0,Two year,Fiber,Debit Card,0.0,3.0,12.04,0
40.0,583.0,23320.0,One year,Fiber,Credit Card,0.0,0.0,25.7,0
3.0,912.0,2736.0,One year,Fiber,Credit Card,6.0,2.0,19.73,1
11.0,664.0,7304.0,One year,Fiber,Credit Card,1.0,3.0,15.79,0
,,,,,,,,,1
12.0,490.0,5880.0,Month-to-month,Fiber,Net Banking,1.0,1.0,4.58,1
,,,,,,,,,0
1.0,487.0,487.0,Two year,Fiber,Debit Card,4.0,2.0,18.72,1
35.0,478.0,16730.0,One year,Fiber,Net Banking,3.0,3.0,26.29,0
4.0,982.0,3928.0,One year,Fiber,Credit Card,3.0,2.0,29.5,1
4.0,538.0,2152.0,Month-to-month,DSL,Debit Card,2.0,2.0,11.91,1
37.0,635.0,23495.0,Two year,Fiber,Net Banking,2.0,1.0,1.2,0
,,,,,,,,,0
27.0,850.0,22950.0,Month-to-month,Fiber,Credit Card,2.0,0.0,8.18,0
30.0,450.0,13500.0,Two year,DSL,UPI,0.0,1.0,9.96,0
8.0,893.0,7144.0,Month-to-month,DSL,UPI,2.0,0.0,20.38,0
,,,,,,,,,0
22.0,516.0,11352.0,One year,Fiber,Net Banking,0.0,1.0,17.26,0
34.0,756.0,25704.0,Month-to-month,DSL,Credit Card,4.0,1.0,11.73,1
5.0,995.0,4975.0,Month-to-month,Fiber,Debit Card,5.0,0.0,6.82,1
46.0,735.0,33810.0,One year,Fiber,UPI,1.0,1.0,16.62,0
9.0,756.0,6804.0,Month-to-month,Fiber,Net Banking,3.0,3.0,1.88,1
33.0,592.0,19536.0,One year,DSL,Debit Card,1.0,2.0,16.0,0
44.0,966.0,42504.0,Month-to-month,DSL,Net Banking,2.0,1.0,4.88,1
30.0,719.0,21570.0,Month-to-month,DSL,Net Banking,2.0,0.0,16.05,0
19.0,872.0,16568.0,One year,DSL,Net Banking,3.0,0.0,20.29,0
,,,,,,,,,0
33.0,846.0,27918.0,Month-to-month,Fiber,Debit Card,2.0,1.0,19.95,0
24.0,815.0,19560.0,One year,Fiber,Credit Card,2.0,1.0,21.16,0
20.0,545.0,10900.0,Two year,Fiber,UPI,2.0,2.0,2.27,0
28.0,805.0,22540.0,Month-to-month,DSL,UPI,4.0,1.0,5.59,1
36.0,783.0,28188.0,Month-to-month,DSL,Debit Card,2.0,1.0,3.44,1
21.0,799.0,16779.0,One year,Fiber,Debit Card,1.0,0.0,29.64,0
35.0,761.0,26635.0,One year,Fiber,UPI,1.0,2.0,16.44,0
48.0,690.0,33120.0,Two year,Fiber,Debit Card,3.0,1.0,24.69,0
54.0,910.0,49140.0,Month-to-month,DSL,Credit Card,7.0,1.0,12.85,1
48.0,801.0,38448.0,Two year,Fiber,Debit Card,3.0,0.0,6.33,0
17.0,476.0,8092.0,Month-to-month,Fiber,Debit Card,5.0,0.0,22.9,1
8.0,465.0,3720.0,Month-to-month,DSL,UPI,2.0,2.0,4.44,1
27.0,971.0,26217.0,Month-to-month,Fiber,Net Banking,3.0,0.0,7.64,0
,,,,,,,,,0
1.0,443.0,443.0,Month-to-month,Fiber,UPI,4.0,1.0,4.49,1
,,,,,,,,,0
16.0,461.0,7376.0,Month-to-month,Fiber,UPI,0.0,2.0,22.34,1
4.0,788.0,3152.0,Two year,Fiber,Credit Card,2.0,2.0,24.12,1
39.0,566.0,22074.0,Month-to-month,Fiber,Credit Card,1.0,1.0,11.65,0
54.0,895.0,48330.0,One year,Fiber,Net Banking,1.0,0.0,17.97,0
15.0,871.0,13065.0,Month-to-month,Fiber,Net Banking,1.0,0.0,13.61,0
22.0,884.0,19448.0,Month-to-month,DSL,Debit Card,2.0,0.0,19.71,0
59.0,788.0,46492.0,Month-to-month,DSL,Credit Card,2.0,2.0,8.58,1
2.0,851.0,1702.0,Month-to-month,Fiber,UPI,0.0,0.0,1.91,1
28.0,837.0,23436.0,Two year,Fiber,Net Banking,2.0,1.0,8.55,0
12.0,939.0,11268.0,One year,DSL,UPI,2.0,2.0,29.06,0
8.0,781.0,6248.0,Month-to-month,DSL,Credit Card,3.0,1.0,28.03,0
3.0,989.0,2967.0,Month-to-month,DSL,Debit Card,1.0,2.0,9.98,1
42.0,863.0,36246.0,Month-to-month,DSL,Credit Card,1.0,0.0,7.78,0
48.0,726.0,34848.0,Month-to-month,Fiber,UPI,3.0,0.0,20.54,0
2.0,839.0,1678.0,Month-to-month,Fiber,Credit Card,3.0,3.0,10.19,1
38.0,769.0,29222.0,Month-to-month,DSL,Debit Card,3.0,2.0,17.36,1
45.0,450.0,20250.0,Month-to-month,DSL,Credit Card,5.0,1.0,2.21,1
36.0,482.0,17352.0,One year,Fiber,Debit Card,0.0,1.0,28.89,0
40.0,958.0,38320.0,One year,DSL,Debit Card,0.0,1.0,7.05,0
48.0,843.0,40464.0,Month-to-month,DSL,Credit Card,3.0,0.0,3.33,1
27.0,747.0,20169.0,Month-to-month,DSL,Net Banking,3.0,1.0,4.73,1
14.0,771.0,10794.0,Month-to-month,Fiber,UPI,0.0,3.0,14.91,1
59.0,529.0,31211.0,Month-to-month,Fiber,Net Banking,3.0,3.0,1.62,1
59.0,848.0,50032.0,Month-to-month,DSL,Net Banking,2.0,2.0,24.4,1
37.0,525.0,19425.0,Two year,DSL,UPI,1.0,0.0,9.11,0
38.0,752.0,28576.0,Two year,Fiber,Net Banking,2.0,0.0,13.22,0
37.0,790.0,29230.0,Month-to-month,Fiber,Credit Card,1.0,2.0,21.34,1
52.0,560.0,29120.0,Two year,Fiber,Debit Card,3.0,0.0,27.09,0
33.0,979.0,32307.0,One year,Fiber,Debit Card,1.0,1.0,7.6,0
34.0,668.0,22712.0,Month-to-month,DSL,UPI,4.0,1.0,19.07,1
39.0,422.0,16458.0,Month-to-month,DSL,Net Banking,0.0,0.0,22.99,0
,,,,,,,,,1
23.0,999.0,22977.0,Month-to-month,Fiber,Debit Card,0.0,0.0,29.04,0
10.0,495.0,4950.0,One year,DSL,Net Banking,3.0,0.0,6.89,0
51.0,774.0,39474.0,Month-to-month,Fiber,UPI,3.0,0.0,2.23,1
51.0,646.0,32946.0,Month-to-month,Fiber,Credit Card,4.0,4.0,14.32,1
21.0,483.0,10143.0,Month-to-month,Fiber,Net Banking,3.0,2.0,13.13,1
12.0,464.0,5568.0,Month-to-month,Fiber,Net Banking,4.0,0.0,12.21,1
52.0,890.0,46280.0,One year,Fiber,Credit Card,2.0,1.0,22.18,0
47.0,833.0,39151.0,Month-to-month,DSL,UPI,4.0,1.0,6.08,1
46.0,675.0,31050.0,Month-to-month,DSL,Debit Card,0.0,0.0,17.93,0
3.0,928.0,2784.0,Two year,DSL,Credit Card,3.0,2.0,18.02,1
1.0,433.0,433.0,Two year,Fiber,Net Banking,2.0,2.0,16.44,1
26.0,844.0,21944.0,One year,Fiber,Credit Card,1.0,2.0,22.43,0
20.0,688.0,13760.0,Month-to-month,Fiber,Debit Card,0.0,0.0,2.6,1
12.0,541.0,6492.0,Month-to-month,DSL,Debit Card,0.0,0.0,9.55,0
44.0,705.0,31020.0,Month-to-month,Fiber,Debit Card,1.0,0.0,13.26,0
1.0,905.0,905.0,One year,DSL,Debit Card,1.0,0.0,2.19,1
22.0,462.0,10164.0,Month-to-month,Fiber,Net Banking,2.0,1.0,16.97,0
6.0,429.0,2574.0,Month-to-month,DSL,UPI,4.0,0.0,7.13,1
26.0,493.0,12818.0,One year,DSL,UPI,3.0,0.0,26.53,0
,,,,,,,,,0
55.0,809.0,44495.0,One year,Fiber,Net Banking,2.0,0.0,20.59,0
56.0,869.0,48664.0,One year,Fiber,Credit Card,0.0,0.0,19.03,0
49.0,996.0,48804.0,One year,DSL,UPI,2.0,0.0,2.12,0
24.0,638.0,15312.0,Month-to-month,Fiber,Net Banking,4.0,2.0,12.4,1
57.0,806.0,45942.0,One year,Fiber,Debit Card,2.0,3.0,20.5,0
54.0,736.0,39744.0,Two year,DSL,Net Banking,2.0,0.0,23.24,0
16.0,604.0,9664.0,Two year,DSL,Credit Card,4.0,2.0,9.36,0
17.0,432.0,7344.0,Two year,Fiber,Credit Card,2.0,2.0,14.9,0
40.0,444.0,17760.0,One year,Fiber,Credit Card,0.0,1.0,7.36,0
29.0,807.0,23403.0,Month-to-month,DSL,Credit Card,2.0,0.0,3.01,1
53.0,807.0,42771.0,Two year,Fiber,Debit Card,4.0,1.0,21.47,0
7.0,584.0,4088.0,Month-to-month,DSL,Credit Card,0.0,2.0,5.12,1
37.0,836.0,30932.0,Month-to-month,DSL,UPI,5.0,0.0,18.21,1
50.0,562.0,28100.0,Month-to-month,Fiber,Debit Card,4.0,2.0,13.54,1
2.0,429.0,858.0,Month-to-month,Fiber,Debit Card,2.0,0.0,10.83,1
20.0,959.0,19180.0,Month-to-month,DSL,Net Banking,2.0,1.0,23.5,0
55.0,922.0,50710.0,Month-to-month,Fiber,Debit Card,2.0,3.0,25.69,1
10.0,546.0,5460.0,Month-to-month,Fiber,Debit Card,3.0,2.0,28.97,1
59.0,933.0,55047.0,Month-to-month,Fiber,Net Banking,3.0,1.0,23.82,0
1.0,740.0,740.0,One year,DSL,UPI,4.0,0.0,11.85,1
47.0,752.0,35344.0,One year,DSL,UPI,2.0,2.0,3.8,0
41.0,442.0,18122.0,Month-to-month,Fiber,UPI,4.0,0.0,18.22,1
47.0,576.0,27072.0,Month-to-month,Fiber,Credit Card,4.0,2.0,9.82,1
18.0,560.0,10080.0,Month-to-month,DSL,UPI,7.0,2.0,16.61,1
5.0,839.0,4195.0,Month-to-month,Fiber,Net Banking,1.0,0.0,21.34,1
56.0,530.0,29680.0,Month-to-month,DSL,Net Banking,1.0,2.0,3.03,1
27.0,766.0,20682.0,Month-to-month,DSL,Credit Card,3.0,3.0,23.81,1
57.0,812.0,46284.0,Month-to-month,Fiber,Debit Card,1.0,0.0,22.05,0
43.0,509.0,21887.0,One year,Fiber,Net Banking,1.0,0.0,17.5,0
8.0,528.0,4224.0,Month-to-month,DSL,Net Banking,3.0,1.0,23.39,0
21.0,815.0,17115.0,Month-to-month,DSL,UPI,3.0,1.0,5.72,0
44.0,833.0,36652.0,Month-to-month,Fiber,Debit Card,2.0,1.0,22.7,0
59.0,844.0,49796.0,Month-to-month,Fiber,UPI,0.0,0.0,15.84,0
40.0,816.0,32640.0,Month-to-month,DSL,Credit Card,2.0,0.0,7.24,0
53.0,422.0,22366.0,Month-to-month,Fiber,Net Banking,3.0,1.0,11.32,0
37.0,647.0,23939.0,Month-to-month,Fiber,Net Banking,2.0,0.0,26.54,0
34.0,881.0,29954.0,One year,DSL,Debit Card,3.0,0.0,22.78,0
32.0,827.0,26464.0,Month-to-month,Fiber,Credit Card,4.0,0.0,5.79,1
46.0,413.0,18998.0,Two year,DSL,UPI,0.0,1.0,27.36,0
25.0,859.0,21475.0,Month-to-month,Fiber,Debit Card,2.0,4.0,8.69,1
32.0,486.0,15552.0,One year,Fiber,UPI,1.0,0.0,22.35,0
8.0,589.0,4712.0,One year,DSL,Net Banking,0.0,0.0,15.23,0
15.0,648.0,9720.0,Month-to-month,Fiber,Net Banking,2.0,1.0,2.11,1
48.0,956.0,45888.0,Two year,Fiber,Net Banking,1.0,3.0,9.28,0
40.0,575.0,23000.0,Month-to-month,Fiber,UPI,4.0,0.0,6.35,1
52.0,920.0,47840.0,Month-to-month,Fiber,Credit Card,3.0,3.0,23.02,1
39.0,831.0,32409.0,Month-to-month,Fiber,Credit Card,0.0,0.0,16.44,0
50.0,825.0,41250.0,One year,DSL,UPI,0.0,1.0,20.01,0
29.0,854.0,24766.0,One year,Fiber,Net Banking,2.0,2.0,14.21,0
27.0,811.0,21897.0,Month-to-month,Fiber,Net Banking,4.0,0.0,21.72,1
2.0,668.0,1336.0,One year,DSL,Net Banking,4.0,0.0,16.52,1
29.0,823.0,23867.0,Two year,Fiber,Credit Card,0.0,1.0,20.78,0
37.0,511.0,18907.0,Month-to-month,DSL,Net Banking,5.0,1.0,2.42,1
,,,,,,,,,0
32.0,503.0,16096.0,One year,Fiber,Credit Card,1.0,0.0,21.57,0
,,,,,,,,,0
4.0,719.0,2876.0,Month-to-month,Fiber,Net Banking,2.0,1.0,25.92,1
41.0,613.0,25133.0,One year,Fiber,Net Banking,1.0,1.0,22.53,0
40.0,934.0,37360.0,Two year,Fiber,Debit Card,2.0,1.0,8.51,0
,,,,,,,,,0
48.0,944.0,45312.0,Month-to-month,DSL,Debit Card,0.0,1.0,3.81,1
1.0,784.0,784.0,Month-to-month,Fiber,UPI,5.0,0.0,7.48,1
55.0,536.0,29480.0,Two year,Fiber,UPI,1.0,0.0,6.48,0
17.0,716.0,12172.0,Two year,DSL,Net Banking,3.0,0.0,28.79,0
32.0,633.0,20256.0,Month-to-month,Fiber,Debit Card,1.0,1.0,5.15,0
30.0,626.0,18780.0,Two year,DSL,Net Banking,2.0,1.0,18.54,0
12.0,454.0,5448.0,Month-to-month,DSL,Debit Card,3.0,0.0,6.19,0
21.0,572.0,12012.0,Two year,Fiber,Net Banking,6.0,0.0,22.43,0
17.0,481.0,8177.0,Month-to-month,Fiber,Debit Card,2.0,0.0,8.4,0
53.0,436.0,23108.0,Month-to-month,DSL,UPI,2.0,1.0,1.14,1
24.0,762.0,18288.0,Two year,DSL,Net Banking,5.0,2.0,27.1,0
48.0,520.0,24960.0,One year,Fiber,Debit Card,2.0,1.0,1.34,0
,,,,,,,,,0
57.0,527.0,30039.0,Two year,Fiber,UPI,4.0,1.0,11.94,0
5.0,615.0,3075.0,One year,Fiber,UPI,2.0,0.0,15.57,0
44.0,427.0,18788.0,One year,Fiber,UPI,2.0,1.0,5.21,0
24.0,872.0,20928.0,Month-to-month,DSL,UPI,0.0,0.0,5.94,0
37.0,631.0,23347.0,One year,DSL,UPI,2.0,2.0,10.97,0
33.0,961.0,31713.0,Month-to-month,Fiber,Net Banking,2.0,0.0,9.84,0
54.0,965.0,52110.0,Two year,DSL,Net Banking,1.0,0.0,28.84,0
53.0,601.0,31853.0,Month-to-month,Fiber,Credit Card,1.0,3.0,18.5,1
4.0,690.0,2760.0,Two year,Fiber,Credit Card,3.0,2.0,26.1,1
29.0,656.0,19024.0,Month-to-month,DSL,Net Banking,2.0,1.0,17.14,0
43.0,895.0,38485.0,One year,DSL,Net Banking,0.0,2.0,29.95,0
13.0,670.0,8710.0,Month-to-month,DSL,Net Banking,3.0,0.0,29.22,0
23.0,792.0,18216.0,Month-to-month,Fiber,Credit Card,2.0,0.0,1.02,1
20.0,537.0,10740.0,Month-to-month,Fiber,Debit Card,2.0,1.0,1.14,1
11.0,692.0,7612.0,Month-to-month,Fiber,Net Banking,3.0,2.0,3.47,1
,,,,,,,,,1
12.0,556.0,6672.0,Month-to-month,Fiber,Net Banking,0.0,1.0,28.0,0
49.0,711.0,34839.0,Month-to-month,DSL,Credit Card,4.0,0.0,25.63,1
5.0,805.0,4025.0,Month-to-month,Fiber,UPI,3.0,0.0,21.94,1
34.0,559.0,19006.0,Month-to-month,Fiber,Debit Card,0.0,0.0,4.26,1
45.0,829.0,37305.0,Month-to-month,Fiber,UPI,2.0,3.0,29.0,1
58.0,603.0,34974.0,One year,Fiber,Debit Card,0.0,2.0,24.43,0
25.0,863.0,21575.0,Month-to-month,Fiber,Credit Card,3.0,1.0,8.52,0
25.0,855.0,21375.0,Two year,DSL,Debit Card,2.0,1.0,15.53,0
2.0,694.0,1388.0,One year,DSL,Credit Card,5.0,1.0,4.0,1
39.0,659.0,25701.0,Two year,DSL,Credit Card,3.0,1.0,3.65,0
57.0,527.0,30039.0,One year,Fiber,UPI,3.0,0.0,13.98,0
5.0,876.0,4380.0,Month-to-month,DSL,Debit Card,1.0,0.0,14.23,1
49.0,788.0,38612.0,One year,DSL,Debit Card,2.0,1.0,25.23,0
32.0,721.0,23072.0,Month-to-month,DSL,UPI,2.0,0.0,7.97,0
30.0,879.0,26370.0,Month-to-month,Fiber,Debit Card,6.0,1.0,28.68,1
54.0,457.0,24678.0,Month-to-month,DSL,Debit Card,2.0,2.0,5.47,1
5.0,546.0,2730.0,Month-to-month,Fiber,Debit Card,2.0,0.0,3.4,1
,,,,,,,,,1
30.0,631.0,18930.0,One year,Fiber,UPI,3.0,0.0,25.97,0
13.0,466.0,6058.0,One year,DSL,Credit Card,1.0,0.0,28.33,0
4.0,499.0,1996.0,Month-to-month,DSL,Debit Card,3.0,2.0,9.6,1
28.0,986.0,27608.0,One year,DSL,Net Banking,1.0,0.0,5.15,0
6.0,504.0,3024.0,Month-to-month,DSL,Credit Card,0.0,2.0,6.73,1
37.0,781.0,28897.0,Two year,Fiber,Net Banking,1.0,0.0,19.98,0
,,,,,,,,,1
21.0,567.0,11907.0,Two year,Fiber,Debit Card,1.0,4.0,12.58,0
19.0,686.0,13034.0,Month-to-month,Fiber,Credit Card,8.0,1.0,8.46,1
56.0,823.0,46088.0,One year,Fiber,Debit Card,2.0,2.0,13.84,0
29.0,615.0,17835.0,Two year,Fiber,Debit Card,2.0,1.0,11.08,0
10.0,630.0,6300.0,Two year,Fiber,Net Banking,3.0,0.0,11.58,0
25.0,450.0,11250.0,Month-to-month,Fiber,Debit Card,3.0,1.0,24.55,0
29.0,855.0,24795.0,Month-to-month,Fiber,UPI,1.0,3.0,5.24,1
,,,,,,,,,1
37.0,504.0,18648.0,Month-to-month,Fiber,Credit Card,0.0,3.0,26.25,1
26.0,913.0,23738.0,One year,Fiber,UPI,0.0,0.0,14.41,0
6.0,845.0,5070.0,Two year,Fiber,Credit Card,0.0,0.0,7.29,0
,,,,,,,,,0
30.0,680.0,20400.0,Month-to-month,DSL,UPI,4.0,2.0,9.2,1
16.0,467.0,7472.0,One year,DSL,UPI,1.0,1.0,5.83,0
6.0,778.0,4668.0,Month-to-month,Fiber,Credit Card,4.0,1.0,9.74,1
46.0,454.0,20884.0,Month-to-month,Fiber,Net Banking,4.0,1.0,29.06,1
17.0,931.0,15827.0,Month-to-month,DSL,UPI,0.0,2.0,1.74,1
3.0,799.0,2397.0,Two year,Fiber,UPI,4.0,0.0,2.04,1
59.0,881.0,51979.0,Month-to-month,DSL,Debit Card,1.0,0.0,9.78,0
41.0,893.0,36613.0,Month-to-month,DSL,Debit Card,1.0,1.0,4.94,1
24.0,605.0,14520.0,Month-to-month,DSL,Net Banking,4.0,1.0,12.7,1
59.0,823.0,48557.0,Month-to-month,Fiber,Credit Card,3.0,4.0,10.5,1
11.0,536.0,5896.0,One year,DSL,Debit Card,2.0,2.0,25.63,0
,,,,,,,,,1
26.0,545.0,14170.0,Month-to-month,Fiber,Credit Card,1.0,3.0,28.81,1
4.0,681.0,2724.0,Month-to-month,DSL,Net Banking,1.0,3.0,17.05,1
6.0,649.0,3894.0,One year,DSL,Net Banking,2.0,1.0,7.33,0
28.0,530.0,14840.0,One year,DSL,UPI,1.0,0.0,17.36,0
31.0,624.0,19344.0,Month-to-month,Fiber,Net Banking,5.0,1.0,21.81,1
38.0,617.0,23446.0,One year,DSL,Net Banking,2.0,1.0,28.54,0
23.0,962.0,22126.0,Month-to-month,Fiber,Net Banking,5.0,0.0,1.61,1
1.0,745.0,745.0,One year,Fiber,Debit Card,4.0,2.0,20.23,1
4.0,821.0,3284.0,One year,Fiber,Debit Card,0.0,1.0,16.57,0
46.0,745.0,34270.0,Two year,DSL,UPI,3.0,1.0,5.56,0
50.0,588.0,29400.0,Month-to-month,DSL,UPI,4.0,3.0,19.41,1
26.0,782.0,20332.0,One year,Fiber,Debit Card,1.0,0.0,25.68,0
4.0,572.0,2288.0,One year,DSL,Debit Card,3.0,0.0,16.57,0
50.0,481.0,24050.0,Month-to-month,DSL,Credit Card,0.0,1.0,22.47,0
16.0,715.0,11440.0,One year,Fiber,UPI,0.0,0.0,15.31,0
,,,,,,,,,1
19.0,763.0,14497.0,One year,Fiber,Debit Card,2.0,0.0,11.05,0
19.0,501.0,9519.0,Two year,DSL,Debit Card,1.0,3.0,12.99,0
16.0,893.0,14288.0,Month-to-month,Fiber,Net Banking,2.0,2.0,6.23,1
,,,,,,,,,0
3.0,596.0,1788.0,Month-to-month,DSL,Net Banking,1.0,0.0,14.63,1
18.0,704.0,12672.0,Two year,Fiber,Net Banking,3.0,2.0,3.58,0
,,,,,,,,,0
36.0,573.0,20628.0,Month-to-month,DSL,Net Banking,1.0,0.0,3.11,1
13.0,400.0,5200.0,Month-to-month,Fiber,UPI,2.0,1.0,21.89,0
47.0,574.0,26978.0,One year,Fiber,UPI,3.0,0.0,2.12,0
44.0,682.0,30008.0,One year,Fiber,UPI,2.0,2.0,17.76,0
1.0,693.0,693.0,One year,Fiber,UPI,1.0,1.0,21.65,0
,,,,,,,,,0
56.0,817.0,45752.0,Month-to-month,Fiber,Credit Card,2.0,2.0,5.1,1
58.0,758.0,43964.0,Month-to-month,Fiber,UPI,0.0,2.0,26.2,1
41.0,706.0,28946.0,Month-to-month,Fiber,Credit Card,2.0,1.0,2.59,1
55.0,894.0,49170.0,Month-to-month,DSL,Debit Card,4.0,1.0,27.76,1
13.0,843.0,10959.0,Month-to-month,Fiber,Debit Card,2.0,0.0,17.69,0
28.0,668.0,18704.0,Month-to-month,Fiber,UPI,1.0,1.0,3.11,1
36.0,550.0,19800.0,Month-to-month,Fiber,Credit Card,3.0,3.0,17.3,1
35.0,647.0,22645.0,Month-to-month,Fiber,Net Banking,2.0,0.0,11.12,0
55.0,474.0,26070.0,Two year,Fiber,Credit Card,0.0,1.0,22.36,0
39.0,915.0,35685.0,One year,DSL,Debit Card,4.0,1.0,29.56,0
4.0,907.0,3628.0,One year,Fiber,Credit Card,3.0,2.0,3.35,1
6.0,990.0,5940.0,Month-to-month,DSL,Debit Card,4.0,2.0,8.98,1
32.0,401.0,12832.0,Month-to-month,Fiber,Net Banking,1.0,2.0,10.26,1
18.0,998.0,17964.0,Month-to-month,DSL,Debit Card,1.0,1.0,20.25,0
11.0,868.0,9548.0,Month-to-month,Fiber,UPI,1.0,0.0,14.67,0
46.0,996.0,45816.0,Month-to-month,Fiber,Credit Card,1.0,0.0,18.87,0
11.0,830.0,9130.0,Month-to-month,Fiber,Net Banking,2.0,1.0,16.12,0
,,,,,,,,,0
47.0,540.0,25380.0,Month-to-month,DSL,Net Banking,4.0,3.0,5.44,1
49.0,695.0,34055.0,Two year,Fiber,Debit Card,0.0,1.0,17.04,0
23.0,602.0,13846.0,Month-to-month,Fiber,Credit Card,1.0,3.0,19.5,1
18.0,506.0,9108.0,One year,DSL,UPI,3.0,0.0,16.38,0
48.0,593.0,28464.0,Month-to-month,DSL,Credit Card,1.0,1.0,3.75,1
42.0,521.0,21882.0,One year,DSL,UPI,1.0,3.0,27.76,0
46.0,479.0,22034.0,Month-to-month,DSL,Net Banking,0.0,0.0,2.01,1
40.0,912.0,36480.0,Two year,Fiber,UPI,2.0,1.0,28.07,0
,,,,,,,,,1
15.0,558.0,8370.0,Month-to-month,DSL,Net Banking,1.0,1.0,3.91,1
29.0,655.0,18995.0,Two year,Fiber,Debit Card,1.0,0.0,27.45,0
52.0,871.0,45292.0,Two year,Fiber,Credit Card,2.0,3.0,22.48,0
22.0,527.0,11594.0,One year,DSL,UPI,1.0,1.0,24.34,0
47.0,465.0,21855.0,Month-to-month,Fiber,Net Banking,3.0,2.0,4.85,1
27.0,884.0,23868.0,One year,Fiber,UPI,1.0,0.0,3.91,0
51.0,967.0,49317.0,One year,Fiber,Debit Card,3.0,0.0,3.44,0
33.0,566.0,18678.0,One year,DSL,Debit Card,0.0,0.0,29.74,0
3.0,677.0,2031.0,One year,DSL,Net Banking,5.0,2.0,14.37,1
48.0,435.0,20880.0,Month-to-month,DSL,Net Banking,2.0,1.0,1.86,1
35.0,423.0,14805.0,One year,Fiber,Credit Card,1.0,1.0,13.17,0
24.0,860.0,20640.0,Month-to-month,Fiber,Net Banking,2.0,3.0,3.54,1
29.0,992.0,28768.0,Two year,Fiber,Debit Card,2.0,2.0,25.15,0
55.0,656.0,36080.0,Two year,Fiber,Net Banking,2.0,3.0,3.2,0
39.0,512.0,19968.0,Month-to-month,DSL,Debit Card,2.0,1.0,2.35,1
35.0,736.0,25760.0,Month-to-month,Fiber,Net Banking,2.0,3.0,29.54,1
29.0,773.0,22417.0,Month-to-month,DSL,Net Banking,3.0,1.0,5.18,0
2.0,951.0,1902.0,Two year,Fiber,Credit Card,2.0,0.0,9.02,0
18.0,598.0,10764.0,One year,Fiber,Net Banking,2.0,1.0,5.51,0
26.0,436.0,11336.0,One year,Fiber,Net Banking,4.0,2.0,7.96,0
14.0,946.0,13244.0,Month-to-month,Fiber,Debit Card,4.0,1.0,13.47,1
42.0,704.0,29568.0,One year,Fiber,Net Banking,2.0,0.0,13.88,0
47.0,715.0,33605.0,One year,DSL,Credit Card,2.0,2.0,3.21,0
28.0,594.0,16632.0,Month-to-month,DSL,Credit Card,2.0,0.0,3.12,1
50.0,934.0,46700.0,Month-to-month,DSL,UPI,5.0,0.0,7.8,1
5.0,615.0,3075.0,One year,Fiber,Net Banking,1.0,3.0,12.38,1
17.0,656.0,11152.0,Month-to-month,DSL,Credit Card,5.0,2.0,9.63,1
12.0,664.0,7968.0,Month-to-month,Fiber,UPI,4.0,0.0,14.15,1
,,,,,,,,,1
45.0,750.0,33750.0,Month-to-month,Fiber,UPI,4.0,0.0,2.8,1
7.0,869.0,6083.0,Month-to-month,Fiber,Credit Card,3.0,1.0,22.61,0
49.0,431.0,21119.0,Two year,DSL,Net Banking,0.0,2.0,25.95,0
53.0,627.0,33231.0,Two year,DSL,Credit Card,0.0,4.0,20.99,0
46.0,960.0,44160.0,Month-to-month,DSL,Debit Card,4.0,0.0,28.03,1
54.0,984.0,53136.0,One year,DSL,Credit Card,3.0,2.0,21.06,0
22.0,555.0,12210.0,Month-to-month,Fiber,UPI,1.0,2.0,28.61,1
5.0,885.0,4425.0,One year,DSL,Net Banking,2.0,1.0,26.46,0
26.0,446.0,11596.0,Two year,Fiber,UPI,7.0,2.0,8.83,0
50.0,789.0,39450.0,Two year,Fiber,Net Banking,4.0,0.0,12.91,0
23.0,447.0,10281.0,Month-to-month,DSL,UPI,2.0,2.0,26.14,1
